Date,AAPL_PX_LAST,SPX_PX_LAST
5/22/2015,127.9661,2126.06
5/26/2015,125.1469,2104.2
5/27/2015,127.4882,2123.48
5/28/2015,127.2323,2120.79
5/29/2015,125.7841,2107.39
6/1/2015,126.0303,2111.73
6/2/2015,125.4751,2109.6
6/3/2015,125.6296,2114.07
6/4/2015,124.8958,2095.84
6/5/2015,124.2103,2092.83
6/8/2015,123.3897,2079.28
6/9/2015,123.0228,2080.15
6/10/2015,124.4324,2105.2
6/11/2015,124.1524,2108.86
6/12/2015,122.7814,2094.11
6/15/2015,122.54,2084.43
6/16/2015,123.1966,2096.29
6/17/2015,122.9069,2100.44
6/18/2015,123.4669,2121.24
6/19/2015,122.2311,2109.99
6/22/2015,123.2062,2122.85
6/23/2015,122.6462,2124.2
6/24/2015,123.689,2108.58
6/25/2015,123.1,2102.31
6/26/2015,122.3759,2101.49
6/29/2015,120.2325,2057.64
6/30/2015,121.0966,2063.11
7/1/2015,122.2311,2077.42
7/2/2015,122.0766,2076.78
7/6/2015,121.6518,2068.76
7/7/2015,121.3525,2081.34
7/8/2015,118.3401,2046.68
7/9/2015,115.9264,2051.31
7/10/2015,119.0256,2076.62
7/13/2015,121.3235,2099.6
7/14/2015,121.2752,2108.95
7/15/2015,122.4435,2107.4
7/16/2015,124.0752,2124.29
7/17/2015,125.1469,2126.64
7/20/2015,127.5123,2128.28
7/21/2015,126.2379,2119.21
7/22/2015,120.8987,2114.15
7/23/2015,120.8408,2102.15
7/24/2015,120.2035,2079.65
7/27/2015,118.5332,2067.64
7/28/2015,119.1222,2093.25
7/29/2015,118.7457,2108.57
7/30/2015,118.1471,2108.63
7/31/2015,117.114,2103.84
8/3/2015,114.3527,2098.04
8/4/2015,110.6838,2093.32
8/5/2015,111.4176,2099.84
8/6/2015,111.6601,2083.56
8/7/2015,112.0383,2077.57
8/10/2015,116.1117,2104.18
8/11/2015,110.0695,2084.07
8/12/2015,111.7667,2086.05
8/13/2015,111.6794,2083.39
8/14/2015,112.465,2091.54
8/17/2015,113.6289,2102.44
8/18/2015,112.9888,2096.92
8/19/2015,111.5437,2079.61
8/20/2015,109.2548,2035.73
8/21/2015,102.5725,1970.89
8/24/2015,100.012,1893.21
8/25/2015,100.6133,1867.61
8/26/2015,106.384,1940.51
8/27/2015,109.5167,1987.66
8/28/2015,109.8755,1988.87
8/31/2015,109.3615,1972.18
9/1/2015,104.4734,1913.85
9/2/2015,108.9541,1948.86
9/3/2015,107.0435,1951.13
9/4/2015,105.9767,1921.22
9/8/2015,108.925,1969.41
9/9/2015,106.8301,1942.04
9/10/2015,109.1772,1952.29
9/11/2015,110.7678,1961.05
9/14/2015,111.8346,1953.03
9/15/2015,112.7754,1978.09
9/16/2015,112.9015,1995.31
9/17/2015,110.4865,1990.2
9/18/2015,110.0307,1958.03
9/21/2015,111.7376,1966.97
9/22/2015,109.9822,1942.74
9/23/2015,110.8745,1938.76
9/24/2015,111.534,1932.24
9/25/2015,111.2527,1931.34
9/28/2015,109.0511,1881.77
9/29/2015,105.773,1884.09
9/30/2015,106.9756,1920.03
10/1/2015,106.2773,1923.82
10/2/2015,107.0532,1951.36
10/5/2015,107.4412,1987.05
10/6/2015,107.9552,1979.92
10/7/2015,107.4412,1995.83
10/8/2015,106.1997,2013.43
10/9/2015,108.7408,2014.89
10/12/2015,108.2364,2017.46
10/13/2015,108.4207,2003.69
10/14/2015,106.8883,1994.24
10/15/2015,108.4886,2023.86
10/16/2015,107.6933,2033.11
10/19/2015,108.3625,2033.66
10/20/2015,110.341,2030.77
10/21/2015,110.3313,2018.94
10/22/2015,112.0189,2052.51
10/23/2015,115.491,2075.15
10/26/2015,111.8055,2071.18
10/27/2015,111.0975,2065.89
10/28/2015,115.6753,2090.35
10/29/2015,116.8973,2089.41
10/30/2015,115.8983,2079.36
11/2/2015,117.5277,2104.05
11/3/2015,118.8758,2109.79
11/4/2015,118.323,2102.31
11/5/2015,117.7775,2099.93
11/6/2015,117.9139,2099.2
11/9/2015,117.4366,2078.58
11/10/2015,113.7354,2081.72
11/11/2015,113.0926,2075
11/12/2015,112.7127,2045.97
11/13/2015,109.4205,2023.04
11/16/2015,111.2078,2053.19
11/17/2015,110.7354,2050.44
11/18/2015,114.2419,2083.58
11/19/2015,115.6932,2081.24
11/20/2015,116.1996,2089.17
11/23/2015,114.6899,2086.59
11/24/2015,115.7906,2089.14
11/25/2015,114.9627,2088.87
11/27/2015,114.7484,2090.11
11/30/2015,115.2256,2080.41
12/1/2015,114.2906,2102.63
12/2/2015,113.2581,2079.51
12/3/2015,112.2062,2049.62
12/4/2015,115.9367,2091.69
12/7/2015,115.2062,2077.07
12/8/2015,115.1575,2063.59
12/9/2015,112.6153,2047.62
12/10/2015,113.151,2052.23
12/11/2015,110.2387,2012.37
12/14/2015,109.5569,2021.94
12/15/2015,107.6186,2043.41
12/16/2015,108.4465,2073.07
12/17/2015,106.1478,2041.89
12/18/2015,103.2745,2005.55
12/21/2015,104.5407,2021.15
12/22/2015,104.4433,2038.97
12/23/2015,105.7875,2064.29
12/24/2015,105.2225,2060.99
12/28/2015,104.044,2056.5
12/29/2015,105.9141,2078.36
12/30/2015,104.531,2063.36
12/31/2015,102.5245,2043.94
1/4/2016,102.6122,2012.66
1/5/2016,100.0408,2016.71
1/6/2016,98.083,1990.26
1/7/2016,93.9435,1943.09
1/8/2016,94.4402,1922.03
1/11/2016,95.9694,1923.67
1/12/2016,97.3623,1938.68
1/13/2016,94.859,1890.28
1/14/2016,96.9337,1921.84
1/15/2016,94.6058,1880.33
1/19/2016,94.148,1881.33
1/20/2016,94.2746,1859.33
1/21/2016,93.7974,1868.99
1/22/2016,98.7843,1906.9
1/25/2016,96.8558,1877.08
1/26/2016,97.3915,1903.63
1/27/2016,90.9922,1882.95
1/28/2016,91.6448,1893.36
1/29/2016,94.8103,1940.24
2/1/2016,93.924,1939.38
2/2/2016,92.0247,1903.03
2/3/2016,93.8461,1912.53
2/4/2016,94.6001,1915.45
2/5/2016,92.0735,1880.05
2/8/2016,93.043,1853.44
2/9/2016,93.0235,1852.21
2/10/2016,92.3184,1851.86
2/11/2016,91.7602,1829.08
2/12/2016,92.0442,1864.78
2/16/2016,94.6393,1895.58
2/17/2016,96.0887,1926.82
2/18/2016,94.2672,1917.83
2/19/2016,94.0517,1917.78
2/22/2016,94.8743,1945.5
2/23/2016,92.7297,1921.27
2/24/2016,94.1105,1929.8
2/25/2016,94.7568,1951.7
2/26/2016,94.9037,1948.05
2/29/2016,94.6883,1932.23
3/1/2016,98.4488,1978.35
3/2/2016,98.6642,1986.45
3/3/2016,99.3987,1993.4
3/4/2016,100.8774,1999.99
3/7/2016,99.761,2001.76
3/8/2016,98.9384,1979.26
3/9/2016,99.0266,1989.26
3/10/2016,99.0755,1989.57
3/11/2016,100.143,2022.19
3/14/2016,100.3976,2019.64
3/15/2016,102.4149,2015.93
3/16/2016,103.7761,2027.22
3/17/2016,103.6097,2040.59
3/18/2016,103.7272,2049.58
3/21/2016,103.7174,2051.6
3/22/2016,104.5106,2049.8
3/23/2016,103.9328,2036.71
3/24/2016,103.4824,2035.94
3/28/2016,103.0123,2037.05
3/29/2016,105.4507,2055.01
3/30/2016,107.2918,2063.95
3/31/2016,106.7336,2059.74
4/1/2016,107.7129,2072.78
4/4/2016,108.8195,2066.13
4/5/2016,107.5366,2045.17
4/6/2016,108.6628,2066.66
4/7/2016,106.2929,2041.91
4/8/2016,106.4105,2047.6
4/11/2016,106.763,2041.99
4/12/2016,108.1536,2061.72
4/13/2016,109.7205,2082.42
4/14/2016,109.7792,2082.78
4/15/2016,107.5758,2080.73
4/18/2016,105.2549,2094.34
4/19/2016,104.6967,2100.8
4/20/2016,104.9121,2102.4
4/21/2016,103.7761,2091.48
4/22/2016,103.4922,2091.58
4/25/2016,102.9046,2087.79
4/26/2016,102.1897,2091.7
4/27/2016,95.7949,2095.15
4/28/2016,92.8668,2075.81
4/29/2016,91.7993,2065.3
5/2/2016,91.7014,2081.43
5/3/2016,93.2095,2063.37
5/4/2016,92.24,2051.12
5/5/2016,91.8656,2050.63
5/6/2016,91.3533,2057.14
5/9/2016,91.4223,2058.69
5/10/2016,92.043,2084.39
5/11/2016,91.1464,2064.46
5/12/2016,89.0084,2064.11
5/13/2016,89.1857,2046.61
5/16/2016,92.4962,2066.66
5/17/2016,92.1119,2047.21
5/18/2016,93.1662,2047.63
5/19/2016,92.8115,2040.04
5/20/2016,93.8164,2052.32
5/23/2016,95.0086,2048.04
5/24/2016,96.4569,2076.06
5/25/2016,98.1516,2090.54
5/26/2016,98.9299,2090.1
5/27/2016,98.8708,2099.06
5/31/2016,98.388,2096.96
6/1/2016,97.0087,2099.33
6/2/2016,96.2796,2105.26
6/3/2016,96.4766,2099.13
6/6/2016,97.1762,2109.41
6/7/2016,97.5703,2112.13
6/8/2016,97.4816,2119.12
6/9/2016,98.1811,2115.48
6/10/2016,97.3732,2096.07
6/13/2016,95.9052,2079.06
6/14/2016,96.0234,2075.32
6/15/2016,95.7081,2071.5
6/16/2016,96.1121,2077.99
6/17/2016,93.9248,2071.22
6/20/2016,93.6982,2083.25
6/21/2016,94.4963,2088.9
6/22/2016,94.1416,2085.45
6/23/2016,94.6835,2113.32
6/24/2016,92.0233,2037.41
6/27/2016,90.6833,2000.54
6/28/2016,92.2105,2036.09
6/29/2016,93.0085,2070.77
6/30/2016,94.1908,2098.86
7/1/2016,94.4766,2102.95
7/5/2016,93.5898,2088.55
7/6/2016,94.1219,2099.73
7/7/2016,94.5258,2097.9
7/8/2016,95.2549,2129.9
7/11/2016,95.5505,2137.16
7/12/2016,95.984,2152.14
7/13/2016,95.4421,2152.43
7/14/2016,97.3338,2163.75
7/15/2016,97.324,2161.74
7/18/2016,98.3585,2166.89
7/19/2016,98.3979,2163.78
7/20/2016,98.4866,2173.02
7/21/2016,97.9644,2165.17
7/22/2016,97.2057,2175.03
7/25/2016,95.9052,2168.48
7/26/2016,95.2451,2169.18
7/27/2016,101.4325,2166.58
7/28/2016,102.802,2170.06
7/29/2016,102.6739,2173.6
8/1/2016,104.4868,2170.84
8/2/2016,102.9399,2157.03
8/3/2016,104.2306,2163.79
8/4/2016,104.8745,2164.25
8/5/2016,106.4694,2182.87
8/8/2016,107.351,2180.89
8/9/2016,107.7869,2181.74
8/10/2016,106.9845,2175.49
8/11/2016,106.9152,2185.79
8/12/2016,107.1628,2184.05
8/15/2016,108.4506,2190.15
8/16/2016,108.3515,2178.15
8/17/2016,108.193,2182.22
8/18/2016,108.0543,2187.02
8/19/2016,108.3317,2183.87
8/22/2016,107.4897,2182.64
8/23/2016,107.8265,2186.9
8/24/2016,107.0142,2175.44
8/25/2016,106.5585,2172.47
8/26/2016,105.9345,2169.04
8/29/2016,105.8156,2180.38
8/30/2016,105.0033,2176.12
8/31/2016,105.1024,2170.95
9/1/2016,105.7264,2170.86
9/2/2016,106.717,2179.98
9/6/2016,106.6873,2186.48
9/7/2016,107.3411,2186.16
9/8/2016,104.5278,2181.3
9/9/2016,102.1603,2127.81
9/12/2016,104.4486,2159.04
9/13/2016,106.935,2127.02
9/14/2016,110.719,2125.77
9/15/2016,114.4833,2147.26
9/16/2016,113.8394,2139.16
9/19/2016,112.512,2139.12
9/20/2016,112.5021,2139.76
9/21/2016,112.4823,2163.12
9/22/2016,113.5422,2177.18
9/23/2016,111.6502,2164.69
9/26/2016,111.8186,2146.1
9/27/2016,112.0266,2159.93
9/28/2016,112.8785,2171.37
9/29/2016,111.1252,2151.13
9/30/2016,111.987,2168.27
10/3/2016,111.462,2161.2
10/4/2016,111.9375,2150.49
10/5/2016,111.987,2159.73
10/6/2016,112.8191,2160.77
10/7/2016,112.9875,2153.74
10/10/2016,114.9588,2163.66
10/11/2016,115.2065,2136.73
10/12/2016,116.2367,2139.18
10/13/2016,115.8801,2132.55
10/14/2016,116.5239,2132.98
10/17/2016,116.4447,2126.5
10/18/2016,116.3654,2139.6
10/19/2016,116.0187,2144.29
10/20/2016,115.9593,2141.34
10/21/2016,115.5036,2141.16
10/24/2016,116.5438,2151.33
10/25/2016,117.1381,2143.16
10/26/2016,114.5031,2139.43
10/27/2016,113.4036,2133.04
10/28/2016,112.6507,2126.41
10/31/2016,112.4724,2126.15
11/1/2016,110.4417,2111.72
11/2/2016,110.5407,2097.94
11/3/2016,109.3559,2088.66
11/4/2016,108.3701,2085.18
11/7/2016,109.9334,2131.52
11/8/2016,110.5806,2139.56
11/9/2016,110.4013,2163.26
11/10/2016,107.3247,2167.48
11/11/2016,107.9619,2164.45
11/14/2016,105.2537,2164.2
11/15/2016,106.6476,2180.39
11/16/2016,109.5152,2176.94
11/17/2016,109.4754,2187.12
11/18/2016,109.5849,2181.9
11/21/2016,111.2477,2198.18
11/22/2016,111.3174,2202.94
11/23/2016,110.7498,2204.72
11/25/2016,111.3074,2213.35
11/28/2016,111.0884,2201.72
11/29/2016,110.9788,2204.66
11/30/2016,110.0429,2198.81
12/1/2016,109.0173,2191.08
12/2/2016,109.4256,2191.95
12/5/2016,108.639,2204.71
12/6/2016,109.4754,2212.23
12/7/2016,110.5507,2241.35
12/8/2016,111.636,2246.19
12/9/2016,113.4581,2259.53
12/12/2016,112.8109,2256.96
12/13/2016,114.6927,2271.72
12/14/2016,114.6927,2253.28
12/15/2016,115.32,2262.03
12/16/2016,115.4694,2258.07
12/19/2016,116.1365,2262.53
12/20/2016,116.4451,2270.76
12/21/2016,116.5547,2265.18
12/22/2016,115.788,2260.96
12/23/2016,116.017,2263.79
12/27/2016,116.7538,2268.88
12/28/2016,116.256,2249.92
12/29/2016,116.2261,2249.26
12/30/2016,115.32,2238.83
1/3/2017,115.6486,2257.83
1/4/2017,115.5191,2270.75
1/5/2017,116.1066,2269
1/6/2017,117.401,2276.98
1/9/2017,118.4763,2268.9
1/10/2017,118.5958,2268.9
1/11/2017,119.2331,2275.32
1/12/2017,118.7352,2270.44
1/13/2017,118.5261,2274.64
1/17/2017,119.482,2267.89
1/18/2017,119.472,2271.89
1/19/2017,119.2629,2263.69
1/20/2017,119.482,2271.31
1/23/2017,119.5616,2265.2
1/24/2017,119.4521,2280.07
1/25/2017,121.3539,2298.37
1/26/2017,121.4136,2296.68
1/27/2017,121.4236,2294.69
1/30/2017,121.1049,2280.9
1/31/2017,120.8261,2278.87
2/1/2017,128.1942,2279.55
2/2/2017,127.9751,2280.85
2/3/2017,128.5228,2297.42
2/6/2017,129.7275,2292.56
2/7/2017,130.9622,2293.08
2/8/2017,131.47,2294.67
2/9/2017,132.42,2307.87
2/10/2017,132.12,2316.1
2/13/2017,133.29,2328.25
2/14/2017,135.02,2337.58
2/15/2017,135.51,2349.25
2/16/2017,135.345,2347.22
2/17/2017,135.72,2351.16
2/21/2017,136.7,2365.38
2/22/2017,137.11,2362.82
2/23/2017,136.53,2363.81
2/24/2017,136.66,2367.34
2/27/2017,136.93,2369.75
2/28/2017,136.99,2363.64
3/1/2017,139.79,2395.96
3/2/2017,138.96,2381.92
3/3/2017,139.78,2383.12
3/6/2017,139.34,2375.31
3/7/2017,139.52,2368.39
3/8/2017,139,2362.98
3/9/2017,138.68,2364.87
3/10/2017,139.14,2372.6
3/13/2017,139.2,2373.47
3/14/2017,138.99,2365.45
3/15/2017,140.0101,2381.4
